cleaned_text,label,intensity
someone kik @ montanashay_ \n # kikme,anger,0.312
someone kik @ montanashay_ \n # kikme # snap,anger,0.25
. : b assured plenty salt keep # fire # burning brightly ! stay # happy n life keeping plenty # salty… …,anger,0.375
sickle cell right pt background . could jia allergic reaction bite e.g . bee sting among others .,anger,0.292
'm pure driven snow 's pissed multiple rabid dogs,anger,0.667
side effects # fighting # disrespect .. comes # ignoring person show # don'tcare ! ! # sweet # revenge .,anger,0.604
side effects # fighting # disrespect .. comes # ignoring person show # don'tcare ! ! # sweet .,anger,0.521
another l board match paper teams moment showing field . onto denver,anger,0.521
another l board match paper teams moment showing field . onto denver # revenge,anger,0.438
beyoncé resentment gets feelings every time . 😩,anger,0.333
dear please tell bus drivers obstruction side n't pull oncoming traffic causing vehs swerve # fuming 😡,anger,0.75
offense ca n't score redzone trips points n lbs ca n't pull flags n missed flag lead td dat took da league,anger,0.458
"trudeau endulging outrage culture . preaching issues ad hominem , never quanitfying",anger,0.5
get gym discover forgot put gym shoes back bad 😤 # rage # wwhhyyy,anger,0.729
get gym discover forgot put gym shoes back bad 😤 # wwhhyyy,anger,0.562
omg someone asked sit reluctantly moved huff . biiitttccchhhhhh 🔪,anger,0.771
hold grudge year barely hold one minutes,anger,0.354
"says , compared others ; 'm human . # lit # fire # burning",anger,0.583
"says , compared others ; 'm human . # lit # fire",anger,0.5
"cancelling home fibe , internet tv afternoon - soon arrange alternate internet . / # angry # fedup",anger,0.484
"cancelling home fibe , internet tv afternoon - soon arrange alternate internet . / # fedup",anger,0.667
ive went roght huff . deleted episode anger n everything ( regret ),anger,0.717
dogs making ridiculous sounds right like high pitched gargle-y growl,anger,0.333
time wounds heels.\n\n # drunkjesus # rt # lol # wisdom # quote # comedy # self # revenge # grudge # hate # time # funny # politics # trump # potus,anger,0.438
n't ever know change vibe 's ruined . considered holding grudge ? 😅,anger,0.375
( whisper ) frown .,anger,0.333
chick told look like childish gambino . # insult # compliment,anger,0.542
boys dm pictures cocks ! best one get uploaded ! ☺️💦💦 # cumtribute # dm # snap # snapchat # snapme # nudes # dickpic # cocktribute,anger,0.5
boys dm pictures cocks ! best one get uploaded ! ☺️💦💦 # cumtribute # dm # snapchat # snapme # nudes # dickpic # cocktribute,anger,0.396
dentist said ' 'm going numb front lip 'll feel 've got lips like pete burns ! ...... right,anger,0.396
dentist said ' 'm going numb front lip 'll feel 've got lips like pete burns ! ...... right # pout,anger,0.375
\ngo jags ! ! 🐆 think good shot beating deep run tomorrow ! # revenge,anger,0.417
\ngo jags ! ! 🐆 think good shot beating deep run tomorrow !,anger,0.333
worth noting despite animosity us president israeli president behaved gentleman .,anger,0.375
good . takes muscles frown smile,anger,0.229
every cal person snap chic-fil-a story .. lol # yummy,anger,0.125
'm distraught ! 😭 candice pout piss,anger,0.625
's got little pout,anger,0.458
like going called cardiac arrest turned cut finger ! # fuming # medchat,anger,0.583
like going called cardiac arrest turned cut finger ! # medchat,anger,0.542
wow . heard forever . random . great # xph,anger,0.25
wow . heard forever . random . great # sting # xph,anger,0.229
clash titans wrath titans 🙌🏾🙌🏾🙌🏾 🔥,anger,0.312
"outrage ( tweets , jokes , attention ) * exactly * * lo wants\n\n ( meant defense )",anger,0.438
watching crimewatch kind sick fuck touches year olds 😡😡😡😡 shit like makes fume ! ! !,anger,0.688
've never seen fast & amp ; furious tokyo drift . boutta watch,anger,0.229
'll get revenge soon,anger,0.604
n't answer texts pls n't snap,anger,0.333
"good luck fury-haney players playing weekend future stars showcase frisco , tx . # kgb # g-town # fury",anger,0.396
"# scorpio 's withdraw quiet place hurt , think plan sting back .",anger,0.583
hit lot irate villa fans lol,anger,0.333
huh ! 's always fault n't & gt ; : ( # sulk,anger,0.646
huh ! 's always fault n't & gt ; : ( # huff # sulk,anger,0.562
decorations jersey already # outrage,anger,0.562
decorations jersey already,anger,0.208
ghost stefano reflects grim indignity murdered corrupt cops faux love . # days,anger,0.521
happy birthday seed‼️‼️‼️ # renewtherivalry # imyourdaddy # cantbeatme # tater,anger,0.375
happy birthday seed‼️‼️‼️ # renewtherivalry # imyourdaddy # cantbeatme # madden # tater,anger,0.138
\nif room burning 🔥,anger,0.5
"u wen ur love cheats u ? wen thy n't understand emotions behind anger , constant waiting .. u ?",anger,0.458
turn shit ! home button accessibility . \n\nwhen innovation become mind fuckery ? # rage . # iphonephonehome,anger,0.667
anyway 'm car furious white men really funny story tell 'm sober 😂,anger,0.333
"tio valle , please ! wnf grudge match low tier god ! ! !",anger,0.396
watch un speech see resentment towards us americans ! ! ! ! 🇺🇸✝🇺🇸,anger,0.521
days ....... never fucking pen ! ! ! ! # nffc,anger,0.85
days ....... never fucking pen ! ! ! ! # nffc # bitter,anger,0.667
fix home/away deptch chart invalid glitch . close madden re-open everytime happens,anger,0.521
anger boiling .,anger,0.75
"glasgow girls ' real tonic : eclectic range songs , barbed humour eloquence fiery rage injustice",anger,0.583
fuming,anger,0.708
good thing madden dc,anger,0.188
lol reminders ex-gf 's birthday approaching . bad considers acknowledging existence affront ...,anger,0.583
hell hath fury like late twenty something dude 's concur government session keeps expiring submit form,anger,0.479
aye man fuming xo,anger,0.5
adults commiting serious crimes name protest . ( like burning library ) expecting get warning ?,anger,0.604
n't fret -- guy mad elected might get real job,anger,0.583
"imagine celtic burst net wae every attempt , nutt old dain hard way usual",anger,0.312
fuckin hell even seeing face makes fume,anger,0.901
"yo , 're talking horoscopes really clue 're saying gon na act offended question ?",anger,0.672
bon allume madden,anger,0.312
u probably irritate shit always talking . could probably give shits u lol 🖕🏻,anger,0.667
insult compliment told look like really happy duck,anger,0.333
"# thewordofgod # taught , # preached # correctly # comforttheafflicted & amp ; # afflictthecomfortable ; # offend & amp ; # tellthetruth # aboutsin !",anger,0.438
're right choice slam one ignorant man really resent statement king embarrassment,anger,0.771
going waste energy holding grudge someone wasnt even life year xd \ntime release feelings dislike,anger,0.583
sixth form destroyed glowing skin im fuming,anger,0.6
hard get touch ! one simple question ca n't find answer website hour waiting online chat # rage,anger,0.667
hard get touch ! one simple question ca n't find answer website hour waiting online chat,anger,0.646
done mix win - scores - - - - - moyes - fuming . would easy,anger,0.479
"unfollow , got trolled trolls . revenge trolling caused lot collateral damage .",anger,0.479
little frustrates much misplacing something . looking keys hours # rage,anger,0.771
little frustrates much misplacing something . looking keys hours,anger,0.562
lol adam bull fake outrage ...,anger,0.417
uber driver tried & amp ; 'll feel wrath,anger,0.729
' n't see ? ? ? ' huff .,anger,0.417
"give windy tiger ankle wrist tapes ? n't include character-specific details burning fox , ...",anger,0.419
"aidy : * physics question * \naidy : ' ... ok , 'm gon na ask tristan cause n't wan na aggravate '",anger,0.319
india react uri attack .....,anger,0.521
india react uri attack ..... # revenge,anger,0.438
'd rather dump gasoline run burning building use excel .,anger,0.75
website making feel violent rage upgrade options n't helping either . # aaaaarrrrgghhh # iwanttocancel,anger,0.934
website making feel violent rage upgrade options n't helping either . # aaaaarrrrgghhh # iwanttocancel # rage,anger,0.737
correction ppl . checked . standing gate . & amp ; flt took without us . # furious,anger,0.646
correction ppl . checked . standing gate . & amp ; flt took without us .,anger,0.438
medicine burning,anger,0.396
& gt ; huff louder,anger,0.375
another raging storm brought emotions sorry everyone . enjoy thunder,anger,0.667
huff btw ty😔,anger,0.375
found tonight son practical work counting towards gcse exam . ok ! thought stem rage ? ?,anger,0.562
go usually personal reason mean offend anyone : (,anger,0.625
'customer service ' beyond appalling . faulty dryer replacement breaks within wks parts wks . engineers show .,anger,0.729
'customer service ' beyond appalling . faulty dryer replacement breaks within wks parts wks . engineers show . # fuming,anger,0.646
nice . u fuming 😂,anger,0.312
room jokes hockey ! serious business made teams fill tournament ! # outrage,anger,0.646
room jokes hockey ! serious business made teams fill tournament !,anger,0.5
"good luck fury-haney players playing weekend future stars showcase frisco , tx . # kgb # g-town",anger,0.271
offered gold silver said nah ... # bitcoin # snap,anger,0.521
offered gold silver said nah ... # bitcoin,anger,0.438
's spent campaign dividing people pitting . message fear resent 'other ',anger,0.604
"gon na eat , pick brother , get car washed & amp ; finally go home ressssst & amp ; watch fast & amp ; furious movies 🤘🏼",anger,0.25
"yeah , . ' mind tweetin ' twice . # snap # blm # likethat",anger,0.396
"yeah , . ' mind tweetin ' twice . # blm # likethat",anger,0.375
# violence n't fix violence . # pain # anger reaction brain . cure pain anger go away .,anger,0.417
"tears eyes dry wo n't , 'm burning like wire lightbulb",anger,0.583
'm furious ! ! ! !,anger,0.833
"understandable . hard zero offense behind , wins since all-star break .",anger,0.271
"know furious , , stop fucking moaning . n't win th game last season finished .",anger,0.729
"especially comes voicing displeasure , ca n't tell straight hold peace ✌️️",anger,0.354
depressed somebody calls long faced still automatically take umbrage ?,anger,0.354
oh yeah squid face god madden xbox come see,anger,0.25
cat bloody lucky rspca n't open last night ! ! ! # fuming 😡🐱,anger,0.75
maybe 's like dad hair grows body ... ( always resent mother 's genes taking ),anger,0.438
circle k dead . hate new slushie machine . # irate # livid,anger,0.833
circle k dead . hate new slushie machine . # livid,anger,0.75
world drives whoever assessed tenderhearted vulnerable build guards & amp ; invigorate raging self defense mechanisms,anger,0.529
